"CNKEY";"CN_CODE";"LEVEL";"NAME_FR"
"441231000010";"";"4";"autres bois contreplaqués, constitués exclusivement de feuilles de bois (autres que bambou) dont chacune a une épaisseur n'excédant pas 6 mm"
"441231000080";"441231";"5";"ayant au moins un pli extérieur en bois tropicaux"
"441231100080";"44123110";"6";"en acajou d'Afrique, dark red meranti, light red meranti, limba, mahogany (Swietenia spp.), obeche, okoumé, palissandre de Para, palissandre de Rio, palissandre de Rose, sapelli, sipo, virola ou white lauan"
"441231900080";"44123190";"6";"autres"
"441233000080";"441233";"5";"autres, ayant au moins un pli extérieur en bois autre que de conifères, des espèces aulne (Alnus spp.), frêne (Fraxinus spp.), hêtre (Fagus spp.), bouleau (Betula spp.), cerisier (Prunus spp.), châtaignier (Castanea spp.), orme (Ulmus spp.), eucalyptus (Eucalyptus spp.), caryer (Carya spp.), marronnier (Aesculus spp.), tilleul (Tilia spp.), érable (Acer spp.), chêne (Quercus spp.), platane (Platanus spp.), peuplier (Populus spp.), robinier (Robinia spp.), tulipier (Liriodendron spp.) ou noyer (Juglans spp.)"
"441233100080";"44123310";"6";"ayant au moins un pli extérieur en bouleau (Betula spp.)"
"441233200080";"44123320";"6";"sans pli extérieur en bouleau, mais ayant au moins un pli extérieur en peuplier (Populus spp.)"
"441233300080";"44123330";"6";"sans pli extérieur en peuplier (Populus spp.), mais ayant au moins un pli extérieur en eucalyptus (Eucalyptus spp.)"
"441233900080";"44123390";"6";"autres"
"441234000080";"44123400";"5";"autres, ayant au moins un pli extérieur en bois autre que de conifères non dénommés dans le no 441233"
"441239000080";"44123900";"5";"autres, ayant les deux plis extérieurs en bois de conifères"
"441241000010";"";"4";"Bois de placage stratifié (lamibois (LVL))"
"441241000080";"441241";"5";"ayant au moins un pli extérieur en bois tropicaux"
"441241910080";"44124191";"6";"ayant au moins un pli extérieur en bois autres que de conifères"
"441241990080";"44124199";"6";"autres"
"441242000080";"44124200";"5";"autres, ayant au moins un pli extérieur en bois autres que de conifères"
"441249000080";"44124900";"5";"autres, ayant les deux plis extérieurs en bois de conifères"
"441251000010";"";"4";"à âme panneautée, lattée ou lamellée"
"441251000080";"441251";"5";"ayant au moins un pli extérieur en bois tropicaux"
"441251100080";"44125110";"6";"ayant au moins un pli extérieur en bois autres que de conifères"
"441251900080";"44125190";"6";"autres"
"441252000080";"44125200";"5";"autres, ayant au moins un pli extérieur en bois autres que de conifères"
"441259000080";"44125900";"5";"autres, ayant les deux plis extérieurs en bois de conifères"
"441291000010";"";"4";"autres"
"441291000080";"441291";"5";"ayant au moins un pli extérieur en bois tropicaux"
"441291100080";"44129110";"6";"contenant au moins un panneau de particules"
"441291910010";"";"6";"autres"
"441291910080";"44129191";"7";"ayant au moins un pli extérieur en bois autres que de conifères"
"441291990080";"44129199";"7";"autres"
"441292000080";"441292";"5";"autres, ayant au moins un pli extérieur en bois autres que de conifères"
"441292100080";"44129210";"6";"contenant au moins un panneau de particules"
"441292900080";"44129290";"6";"autres"
"441299000080";"441299";"5";"autres, ayant les deux plis extérieurs de bois de conifères"
"441299100080";"44129910";"6";"contenant au moins un panneau de particules"
"441299900080";"44129990";"6";"autres"
"441300000080";"44130000";"3";"Bois dits « densifiés », en blocs, planches, lames ou profilés"
"441400000080";"4414";"3";"Cadres en bois pour tableaux, photographies, miroirs ou objets similaires"
"441410000080";"441410";"4";"en bois tropicaux"
"441410100080";"44141010";"5";"en bois tropicaux visés à la note complémentaire 2 du présent chapitre"
"441410900080";"44141090";"5";"autres"
"441490000080";"44149000";"4";"autres"
"441500000080";"4415";"3";"Caisses, caissettes, cageots, cylindres et emballages similaires, en bois; tambours (tourets) pour câbles, en bois; palettes simples, palettescaisses et autres plateaux de chargement, en bois; rehausses de palettes en bois"
"441510000080";"441510";"4";" Caisses, caissettes, cageots, cylindres et emballages similaires; tambours (tourets) pour câbles"
"441510100080";"44151010";"5";"Caisses, caissettes, cageots, cylindres et emballages similaires"
"441510900080";"44151090";"5";"Tambours (tourets) pour câbles"
"441520000080";"441520";"4";" Palettes simples, palettescaisses et autres plateaux de chargement; rehausses de palettes"
"441520200080";"44152020";"5";" Palettes simples; rehausses de palettes"
"441520900080";"44152090";"5";"autres"
"441600000080";"44160000";"3";"Futailles, cuves, baquets et autres ouvrages de tonnellerie et leurs parties, en bois, y compris les merrains"
"441700000080";"44170000";"3";"Outils, montures et manches d'outils, montures de brosses, manches de balais ou de brosses, en bois; formes, embauchoirs et tendeurs pour chaussures, en bois"
"441800000080";"4418";"3";"Ouvrages de menuiserie et pièces de charpente pour construction, y compris les panneaux cellulaires, les panneaux assemblés pour revêtement de sol et les bardeaux (shingles et shakes), en bois"
"441811000010";"";"4";"Fenêtres, portesfenêtres et leurs cadres et chambranles"
"441811000080";"44181100";"5";"en bois tropicaux"
"441819000080";"441819";"5";"autres"
"441819500080";"44181950";"6";"de conifères"
"441819900080";"44181990";"6";"autres"
"441821000010";"";"4";"Portes et leurs cadres, chambranles et seuils"
"441821000080";"441821";"5";"en bois tropicaux"
"441821100080";"44182110";"6";"en bois tropicaux visés à la note complémentaire 2 du présent chapitre"
"441821900080";"44182190";"6";"autres"
"441829000080";"441829";"5";"autres"
"441829500080";"44182950";"6";"de conifères"
"441829800080";"44182980";"6";"autres"
"441830000080";"44183000";"4";"Poteaux et poutres autres que les produits des nos 441881 à 441889"
"441840000080";"44184000";"4";"Coffrages pour le bétonnage"
"441850000080";"44185000";"4";"Bardeaux (shingles et shakes)"
"441873000010";"";"4";"Panneaux assemblés pour revêtement de sol"
"441873000080";"441873";"5";"en bambou ou ayant au moins la couche supérieure en bambou"
"441873100080";"44187310";"6";"pour sols mosaïques"
"441873900080";"44187390";"6";"autres"
"441874000080";"44187400";"5";"autres, pour sols mosaïques"
"441875000080";"44187500";"5";"autres, multicouches"
"441879000080";"44187900";"5";"autres"
"441881000010";"";"4";"Bois d’ingénierie structural"
"441881000080";"44188100";"5";"Bois lamellécollé (BLC)"
"441882000080";"44188200";"5";"Bois lamellé croisé (CLT ou Xlam)"
"441883000080";"44188300";"5";"Poutres en I"
"441889000080";"44188900";"5";"autres"
"441891000010";"";"4";"autres"
"441891000080";"44189100";"5";"en bambou"
"441892000080";"44189200";"5";"panneaux cellulaires en bois"
"441899000080";"44189900";"5";"autres"
"441900000080";"4419";"3";"Articles en bois pour la table ou la cuisine"
"441911000010";"";"4";"en bambou"
"441911000080";"44191100";"5";"Planches à pain, planches à hacher et articles similaires"
"441912000080";"44191200";"5";"Baguettes"
"441919000080";"44191900";"5";"autres"
"441920000080";"441920";"4";"en bois tropicaux"
"441920100080";"44192010";"5";"en bois tropicaux visés à la note complémentaire 2 du présent chapitre"
"441920900080";"44192090";"5";"autres"
"441990000080";"44199000";"4";"autres"
"442000000080";"4420";"3";"Bois marquetés et bois incrustés; coffrets, écrins et étuis pour bijouterie ou orfèvrerie et ouvrages similaires, en bois; statuettes et autres objets d'ornement, en bois; articles d'ameublement en bois ne relevant pas du chapitre 94"
"442011000010";"";"4";"Statuettes et autres objets d’ornement"
"442011000080";"442011";"5";"en bois tropicaux"
"442011100080";"44201110";"6";"en bois tropicaux visés à la note complémentaire 2 du présent chapitre"
"442011900080";"44201190";"6";"autres"
"442019000080";"44201900";"5";"autres"
"442090000080";"442090";"4";"autres"
"442090100080";"44209010";"5";"Bois marquetés et bois incrustés"
"442090910010";"";"5";"autres"
"442090910080";"44209091";"6";"en bois tropicaux visés à la note complémentaire 2 du présent chapitre"
"442090990080";"44209099";"6";"autres"
"442100000080";"4421";"3";"Autres ouvrages en bois"
"442110000080";"44211000";"4";"Cintres pour vêtements"
"442120000080";"442120";"4";"Cercueils"
"442120100080";"44212010";"5";"en panneaux de fibres"
"442120900080";"44212090";"5";"autres"
"442191000010";"";"4";"autres"
"442191000080";"44219100";"5";"en bambou"
"442199000080";"442199";"5";"autres"
"442199100080";"44219910";"6";"en panneaux de fibres"
"442199990080";"44219999";"6";"autres"
"450021000090";"45";"2";"CHAPITRE 45  LIÈGE ET OUVRAGES EN LIÈGE"
"450100000080";"4501";"3";"Liège naturel brut ou simplement préparé; déchets de liège; liège concassé, granulé ou pulvérisé"
"450110000080";"45011000";"4";"Liège naturel brut ou simplement préparé"
"450190000080";"45019000";"4";"autres"
"450200000080";"45020000";"3";"Liège naturel, écroûté ou simplement équarri, ou en cubes, plaques, feuilles ou bandes de forme carrée ou rectangulaire (y compris les ébauches à arêtes vives pour bouchons)"
"450300000080";"4503";"3";"Ouvrages en liège naturel"
"450310000080";"450310";"4";"Bouchons"
"450310100080";"45031010";"5";"cylindriques"
"450310900080";"45031090";"5";"autres"
"450390000080";"45039000";"4";"autres"
"450400000080";"4504";"3";"Liège aggloméré (avec ou sans liant) et ouvrages en liège aggloméré"
"450410000080";"450410";"4";" Cubes, briques, plaques, feuilles et bandes; carreaux de toute forme; cylindres pleins, y compris les disques"
"450410110010";"";"5";"Bouchons"
"450410110080";"45041011";"6";"pour vins mousseux, même avec rondelles en liège naturel"
"450410190080";"45041019";"6";"autres"
"450410910010";"";"5";"autres"
"450410910080";"45041091";"6";"avec liant"
"450410990080";"45041099";"6";"autres"
"450490000080";"450490";"4";"autres"
"450490200080";"45049020";"5";"Bouchons"
"450490800080";"45049080";"5";"autres"
"460021000090";"46";"2";"CHAPITRE 46  OUVRAGES DE SPARTERIE OU DE VANNERIE"
"460100000080";"4601";"3";"Tresses et articles similaires en matières à tresser, même assemblés en bandes; matières à tresser, tresses et articles similaires en matières à tresser, tissés ou parallélisés, à plat, même finis (nattes, paillassons et claies, par exemple)"
"460121000010";"";"4";"Nattes, paillassons et claies en matières végétales"
"460121000080";"460121";"5";"en bambou"
"460121100080";"46012110";"6";"confectionnés à partir de tresses et articles similaires en matières à tresser"
"460121900080";"46012190";"6";"autres"
"460122000080";"460122";"5";"en rotin"
"460122100080";"46012210";"6";"confectionnés à partir de tresses et articles similaires en matières à tresser"
"460122900080";"46012290";"6";"autres"
"460129000080";"460129";"5";"autres"
"460129100080";"46012910";"6";"confectionnés à partir de tresses et articles similaires en matières à tresser"
"460129900080";"46012990";"6";"autres"
"460192000010";"";"4";"autres"
"460192000080";"460192";"5";"en bambou"
"460192050080";"46019205";"6";"Tresses et articles similaires en matières à tresser, même assemblés en bandes"
"460192100010";"";"6";"autres"
"460192100080";"46019210";"7";"confectionnés à partir de tresses et articles similaires en matières à tresser"
"460192900080";"46019290";"7";"autres"
"460193000080";"460193";"5";"en rotin"
"460193050080";"46019305";"6";"Tresses et articles similaires en matières à tresser, même assemblés en bandes"
"460193100010";"";"6";"autres"
"460193100080";"46019310";"7";"confectionnés à partir de tresses et articles similaires en matières à tresser"
"460193900080";"46019390";"7";"autres"
"460194000080";"460194";"5";"en autres matières végétales"
"460194050080";"46019405";"6";"Tresses et articles similaires en matières à tresser, même assemblés en bandes"
"460194100010";"";"6";"autres"
"460194100080";"46019410";"7";"confectionnés à partir de tresses et articles similaires en matières à tresser"
"460194900080";"46019490";"7";"autres"
"460199000080";"460199";"5";"autres"
"460199050080";"46019905";"6";"Tresses et articles similaires en matières à tresser, même assemblés en bandes"
"460199100010";"";"6";"autres"
"460199100080";"46019910";"7";"confectionnés à partir de tresses et articles similaires en matières à tresser"
"460199900080";"46019990";"7";"autres"
"460200000080";"4602";"3";"Ouvrages de vannerie obtenus directement en forme à partir de matières à tresser ou confectionnés à l'aide des articles du no 4601; ouvrages en luffa"
"460211000010";"";"4";"en matières végétales"
"460211000080";"46021100";"5";"en bambou"
"460212000080";"46021200";"5";"en rotin"
"460219000080";"460219";"5";"autres"
"460219100080";"46021910";"6";"Paillons pour bouteilles servant d'emballage ou de protection"
"460219900080";"46021990";"6";"autres"
"460290000080";"46029000";"4";"autres"
"470011000090";"X";"1";"SECTION X  PÂTES DE BOIS OU D'AUTRES MATIÈRES FIBREUSES CELLULOSIQUES; PAPIER OU CARTON À RECYCLER (DÉCHETS ET REBUTS); PAPIER ET SES APPLICATIONS"
"470021000090";"47";"2";"CHAPITRE 47  PÂTES DE BOIS OU D'AUTRES MATIÈRES FIBREUSES CELLULOSIQUES; PAPIER OU CARTON À RECYCLER (DÉCHETS ET REBUTS)"
"470100000080";"470100";"3";"Pâtes mécaniques de bois"
"470100100080";"47010010";"4";"Pâtes thermomécaniques de bois"
"470100900080";"47010090";"4";"autres"
"470200000080";"47020000";"3";"Pâtes chimiques de bois, à dissoudre"
"470300000080";"4703";"3";"Pâtes chimiques de bois, à la soude ou au sulfate, autres que les pâtes à dissoudre"
"470311000010";"";"4";"écrues"
"470311000080";"47031100";"5";"de conifères"
"470319000080";"47031900";"5";"autres que de conifères"
"470321000010";"";"4";"miblanchies ou blanchies"
"470321000080";"47032100";"5";"de conifères"
"470329000080";"47032900";"5";"autres que de conifères"
"470400000080";"4704";"3";"Pâtes chimiques de bois, au bisulfite, autres que les pâtes à dissoudre"
"470411000010";"";"4";"écrues"
"470411000080";"47041100";"5";"de conifères"
"470419000080";"47041900";"5";"autres que de conifères"
"470421000010";"";"4";"miblanchies ou blanchies"
"470421000080";"47042100";"5";"de conifères"
"470429000080";"47042900";"5";"autres que de conifères"
"470500000080";"47050000";"3";"Pâtes de bois obtenues par la combinaison d'un traitement mécanique et d'un traitement chimique"
"470600000080";"4706";"3";"Pâtes de fibres obtenues à partir de papier ou de carton recyclés (déchets et rebuts) ou d'autres matières fibreuses cellulosiques"
"470610000080";"47061000";"4";"Pâtes de linters de coton"
"470620000080";"47062000";"4";"Pâtes de fibres obtenues à partir de papier ou de carton recyclés (déchets et rebuts)"
"470630000080";"47063000";"4";"autres, de bambou"
"470691000010";"";"4";"autres"
"470691000080";"47069100";"5";"mécaniques"
"470692000080";"47069200";"5";"chimiques"
"470693000080";"47069300";"5";"obtenues par la combinaison d'un traitement mécanique et d'un traitement chimique"
"470700000080";"4707";"3";"Papiers ou cartons à recycler (déchets et rebuts)"
"470710000080";"47071000";"4";"Papiers ou cartons kraft écrus ou papiers ou cartons ondulés"
"470720000080";"47072000";"4";"autres papiers ou cartons obtenus principalement à partir de pâte chimique blanchie, non colorés dans la masse"
"470730000080";"470730";"4";"Papiers ou cartons obtenus principalement à partir de pâte mécanique (journaux, périodiques et imprimés similaires, par exemple)"
"470730100080";"47073010";"5";"vieux numéros et invendus de journaux et revues, annuaires téléphoniques, brochures et imprimés publicitaires"
"470730900080";"47073090";"5";"autres"
"470790000080";"470790";"4";"autres, y compris les déchets et rebuts non triés"
"470790100080";"47079010";"5";"non triés"
"470790900080";"47079090";"5";"triés"
"480021000090";"48";"2";"CHAPITRE 48  PAPIERS ET CARTONS; OUVRAGES EN PÂTE DE CELLULOSE, EN PAPIER OU EN CARTON"
"480100000080";"48010000";"3";"Papier journal, en rouleaux ou en feuilles"
"480200000080";"4802";"3";"Papiers et cartons, non couchés ni enduits, des types utilisés pour l'écriture, l'impression ou d'autres fins graphiques et papiers et cartons pour cartes ou bandes à perforer, non perforés, en rouleaux ou en feuilles de forme carrée ou rectangulaire, de tout format, autres que les papiers des nos 4801 ou 4803; papiers et cartons formés feuille à feuille (papiers et cartons à la main)"
"480210000080";"48021000";"4";"Papiers et cartons formés feuille à feuille (papiers à la main)"
"480220000080";"48022000";"4";"Papiers et cartons supports pour papiers ou cartons photosensibles, sensibles à la chaleur ou électrosensibles"
"480240000080";"480240";"4";"Papiers supports pour papiers peints"
"480240100080";"48024010";"5";"sans fibres obtenues par un procédé mécanique ou dont 10 % au plus en poids de la composition fibreuse totale sont constitués par de telles fibres"
"480240900080";"48024090";"5";"autres"
"480254000010";"";"4";"autres papiers et cartons, sans fibres obtenues par un procédé mécanique ou chimicomécanique ou dont 10 % au plus en poids de la composition fibreuse totale sont constitués par de telles fibres"
"480254000080";"48025400";"5";"d'un poids au mètre carré inférieur à 40 g"
"480255000080";"480255";"5";"d'un poids au mètre carré de 40 g ou plus mais n'excédant pas 150 g, en rouleaux"
"480255150080";"48025515";"6";"d'un poids au mètre carré de 40 g ou plus mais inférieur à 60 g"
"480255250080";"48025525";"6";"d'un poids au mètre carré de 60 g ou plus mais inférieur à 75 g"
"480255300080";"48025530";"6";"d'un poids au mètre carré de 75 g ou plus mais inférieur à 80 g"
"480255900080";"48025590";"6";"d'un poids au mètre carré de 80 g ou plus"
"480256000080";"480256";"5";"d'un poids au mètre carré de 40 g ou plus mais n'excédant pas 150 g, en feuilles dont un côté n'excède pas 435 mm et l'autre n'excède pas 297 mm à l'état non plié"
"480256200080";"48025620";"6";"dont un côté mesure 297 mm et l'autre mesure 210 mm (format A4)"
"480256800080";"48025680";"6";"autres"
"480257000080";"48025700";"5";"autres, d'un poids au mètre carré de 40 g ou plus mais n'excédant pas 150 g"
"480258000080";"480258";"5";"d'un poids au mètre carré excédant 150 g"
"480258100080";"48025810";"6";"en rouleaux"
"480258900080";"48025890";"6";"autres"
"480261000010";"";"4";"autres papiers et cartons, dont plus de 10 % en poids de la composition fibreuse totale sont constitués par des fibres obtenues par un procédé mécanique ou chimicomécanique"
"480261000080";"480261";"5";"en rouleaux"
"480261150080";"48026115";"6";"d'un poids au mètre carré inférieur à 72 g et dont plus de 50 % en poids de la composition fibreuse totale sont constitués par des fibres obtenues par un procédé mécanique"
"480261800080";"48026180";"6";"autres"
"480262000080";"48026200";"5";"en feuilles dont un côté n'excède pas 435 mm et l'autre n'excède pas 297 mm à l'état non plié"
"480269000080";"48026900";"5";"autres"
"480300000080";"480300";"3";"Papiers des types utilisés pour papiers de toilette, pour serviettes à démaquiller, pour essuiemains, pour serviettes ou pour papiers similaires à usages domestiques, d'hygiène ou de toilette, ouate de cellulose et nappes de fibres de cellulose, même crêpés, plissés, gaufrés, estampés, perforés, coloriés en surface, décorés en surface ou imprimés, en rouleaux ou en feuilles"
"480300100080";"48030010";"4";"Ouate de cellulose"
"480300310010";"";"4";"Papier crêpe et nappes de fibres de cellulose dites « tissue », d'un poids, par pli, au mètre carré"
"480300310080";"48030031";"5";"n'excédant pas 25 g"
"480300390080";"48030039";"5";"excédant 25 g"
"480300900080";"48030090";"4";"autres"
"480400000080";"4804";"3";"Papiers et cartons kraft, non couchés ni enduits, en rouleaux ou en feuilles, autres que ceux des nos 4802 ou 4803"
"480411000010";"";"4";"Papiers et cartons pour couverture, dits kraftliner"
"480411000080";"480411";"5";"écrus"
"480411110010";"";"6";"dont la composition fibreuse totale est constituée par 80 % au moins en poids par des fibres de conifères obtenues par le procédé chimique au sulfate ou à la soude"
"480411110080";"48041111";"7";"d'un poids au mètre carré inférieur à 150 g"
"480411150080";"48041115";"7";"d'un poids au mètre carré compris entre 150 g inclus et 175 g exclus"
"480411190080";"48041119";"7";"d'un poids au mètre carré égal ou supérieur à 175 g"
"480411900080";"48041190";"6";"autres"
"480419000080";"480419";"5";"autres"
"480419120010";"";"6";"dont la composition fibreuse totale est constituée par 80 % au moins en poids par des fibres de conifères obtenues par le procédé chimique au sulfate ou à la soude"
"480419120020";"";"7";"composés d'une ou plusieurs couches écrues et d'une couche extérieure blanchie, miblanchie ou colorée dans la masse, d'un poids au mètre carré"
"480419120080";"48041912";"8";"inférieur à 175 g"
"480419190080";"48041919";"8";"égal ou supérieur à 175 g"
"480419300080";"48041930";"7";"autres"
"480419900080";"48041990";"6";"autres"
"480421000010";"";"4";"Papiers kraft pour sacs de grande contenance"
"480421000080";"480421";"5";"écrus"
"480421100080";"48042110";"6";"dont la composition fibreuse totale est constituée par 80 % au moins en poids par des fibres de conifères obtenues par le procédé chimique au sulfate ou à la soude"
"480421900080";"48042190";"6";"autres"
"480429000080";"480429";"5";"autres"
"480429100080";"48042910";"6";"dont la composition fibreuse totale est constituée par 80 % au moins en poids par des fibres de conifères obtenues par le procédé chimique au sulfate ou à la soude"
"480429900080";"48042990";"6";"autres"
"480431000010";"";"4";"autres papiers et cartons kraft d'un poids au mètre carré n'excédant pas 150 g"
"480431000080";"480431";"5";"écrus"
"480431510010";"";"6";"dont la composition fibreuse totale est constituée par 80 % au moins en poids par des fibres de conifères obtenues par le procédé chimique au sulfate ou à la soude"
"480431510080";"48043151";"7";"servant d'isolant pour des usages électrotechniques"
"480431580080";"48043158";"7";"autres"
"480431800080";"48043180";"6";"autres"
"480439000080";"480439";"5";"autres"
"480439510010";"";"6";"dont la composition fibreuse totale est constituée par 80 % au moins en poids par des fibres de conifères obtenues par le procédé chimique au sulfate ou à la soude"
"480439510080";"48043951";"7";"blanchis uniformément dans la masse"
"480439580080";"48043958";"7";"autres"
"480439800080";"48043980";"6";"autres"
"480441000010";"";"4";"autres papiers et cartons kraft d'un poids au mètre carré compris entre 150 g exclus et 225 g exclus"
"480441000080";"480441";"5";"écrus"
"480441910080";"48044191";"6";"Papiers et cartons, dits saturating kraft"
"480441980080";"48044198";"6";"autres"
"480442000080";"48044200";"5";"blanchis uniformément dans la masse et dont plus de 95 % en poids de la composition fibreuse totale sont constitués par des fibres de bois obtenues par un procédé chimique"
"480449000080";"48044900";"5";"autres"
"480451000010";"";"4";"autres papiers et cartons kraft d'un poids au mètre carré égal ou supérieur à 225 g"
"480451000080";"48045100";"5";"écrus"
"480452000080";"48045200";"5";"blanchis uniformément dans la masse et dont plus de 95 % en poids de la composition fibreuse totale sont constitués par des fibres de bois obtenues par un procédé chimique"
"480459000080";"480459";"5";"autres"
"480459100080";"48045910";"6";"dont la composition fibreuse totale est constituée par 80 % au moins en poids par des fibres de conifères obtenues par le procédé chimique au sulfate ou à la soude"
"480459900080";"48045990";"6";"autres"
"480500000080";"4805";"3";"Autres papiers et cartons, non couchés ni enduits, en rouleaux ou en feuilles, n'ayant pas subi d'ouvraison complémentaire ou de traitements autres que ceux stipulés dans la note 3 du présent chapitre"
"480511000010";"";"4";"Papier pour cannelure"
"480511000080";"48051100";"5";"Papier michimique pour cannelure"
"480512000080";"48051200";"5";"Papier paille pour cannelure"
"480519000080";"480519";"5";"autres"
"480519100080";"48051910";"6";"Wellenstoff"
"480519900080";"48051990";"6";"autres"
"480524000010";"";"4";"Testliner (fibres récupérées)"
"480524000080";"48052400";"5";"d'un poids au mètre carré n'excédant pas 150 g"
"480525000080";"48052500";"5";"d'un poids au mètre carré excédant 150 g"
"480530000080";"48053000";"4";"Papier sulfite d'emballage"
"480540000080";"48054000";"4";"Papier et carton filtre"
"480550000080";"48055000";"4";"Papier et carton feutre, papier et carton laineux"
"480591000010";"";"4";"autres"
"480591000080";"48059100";"5";"d'un poids au mètre carré n'excédant pas 150 g"
"480592000080";"48059200";"5";"d'un poids au mètre carré excédant 150 g, mais inférieur à 225 g"
"480593000080";"480593";"5";"d'un poids au mètre carré égal ou supérieur à 225 g"
"480593200080";"48059320";"6";"à base de papiers recyclés"
"480593800080";"48059380";"6";"autres"
"480600000080";"4806";"3";"Papiers et cartons sulfurisés, papiers ingraissables, papierscalques et papier dit « cristal » et autres papiers calandrés transparents ou translucides, en rouleaux ou en feuilles"
"480610000080";"48061000";"4";"Papiers et cartons sulfurisés (parchemin végétal)"
"480620000080";"48062000";"4";"Papiers ingraissables (greaseproof)"
"480630000080";"48063000";"4";"Papierscalques"
"480640000080";"480640";"4";"Papier dit « cristal » et autres papiers calandrés transparents ou translucides"
"480640100080";"48064010";"5";"Papier dit « cristal »"
"480640900080";"48064090";"5";"autres"
"480700000080";"480700";"3";"Papiers et cartons assemblés à plat par collage, non couchés ni enduits à la surface ni imprégnés, même renforcés intérieurement, en rouleaux ou en feuilles"
"480700300080";"48070030";"4";"à base de papiers recyclés, même recouverts de papier"
"480700800080";"48070080";"4";"autres"
"480800000080";"4808";"3";"Papiers et cartons ondulés (même avec recouvrement par collage), crêpés, plissés, gaufrés, estampés ou perforés, en rouleaux ou en feuilles, autres que les papiers des types décrits dans le libellé du no 4803"
"480810000080";"48081000";"4";"Papiers et cartons ondulés, même perforés"
"480840000080";"48084000";"4";"Papiers Kraft, crêpés ou plissés, même gaufrés, estampés ou perforés"
"480890000080";"48089000";"4";"autres"
"480900000080";"4809";"3";"Papiers carbone, papiers dits « autocopiants » et autres papiers pour duplication ou reports (y compris les papiers couchés, enduits ou imprégnés pour stencils ou pour plaques offset), même imprimés, en rouleaux ou en feuilles"
"480920000080";"48092000";"4";"Papiers dits « autocopiants »"
"480990000080";"48099000";"4";"autres"
"481000000080";"4810";"3";"Papiers et cartons couchés au kaolin ou à d'autres substances inorganiques sur une ou sur les deux faces, avec ou sans liants, à l'exclusion de tout autre couchage ou enduction, même coloriés en surface, décorés en surface ou imprimés, en rouleaux ou en feuilles de forme carrée ou rectangulaire, de tout format"
"481013000010";"";"4";"Papiers et cartons des types utilisés pour l'écriture, l'impression ou d'autres fins graphiques, sans fibres obtenues par un procédé mécanique ou chimicomécanique ou dont 10 % au plus en poids de la composition fibreuse totale sont constitués par de telles fibres"
"481013000080";"48101300";"5";"en rouleaux"
"481014000080";"48101400";"5";"en feuilles dont un des côtés n'excède pas 435 mm et dont l'autre côté n'excède pas 297 mm à l'état non plié"
"481019000080";"48101900";"5";"autres"
"481022000010";"";"4";"Papiers et cartons des types utilisés pour l'écriture, l'impression ou d'autres fins graphiques, dont plus de 10 % en poids de la composition fibreuse totale sont constitués par des fibres obtenues par un procédé mécanique ou chimicomécanique"
"481022000080";"48102200";"5";"Papier couché léger, dit LWC"
"481029000080";"481029";"5";"autres"
"481029300080";"48102930";"6";"en rouleaux"
"481029800080";"48102980";"6";"autres"
"481031000010";"";"4";"Papiers et cartons kraft autres que ceux des types utilisés pour l'écriture, l'impression ou d'autres fins graphiques"
"481031000080";"48103100";"5";"blanchis uniformément dans la masse et dont plus de 95 % en poids de la composition fibreuse totale sont constitués par des fibres de bois obtenues par un procédé chimique, d'un poids au mètre carré n'excédant pas 150 g"
"481032000080";"481032";"5";"blanchis uniformément dans la masse et dont plus de 95 % en poids de la composition fibreuse totale sont constitués par des fibres de bois obtenues par un procédé chimique, d'un poids au mètre carré excédant 150 g"
"481032100080";"48103210";"6";"couchés ou enduits de kaolin"
"481032900080";"48103290";"6";"autres"
"481039000080";"48103900";"5";"autres"
"481092000010";"";"4";"autres papiers et cartons"
"481092000080";"481092";"5";"multicouches"
"481092100080";"48109210";"6";"dont chaque couche est blanchie"
"481092300080";"48109230";"6";"dont une seule couche extérieure est blanchie"
"481092900080";"48109290";"6";"autres"
"481099000080";"481099";"5";"autres"
"481099100080";"48109910";"6";"de pâte blanchie, couchés ou enduits de kaolin"
"481099800080";"48109980";"6";"autres"
"481100000080";"4811";"3";"Papiers, cartons, ouate de cellulose et nappes de fibres de cellulose, couchés, enduits, imprégnés, recouverts, coloriés en surface, décorés en surface ou imprimés, en rouleaux ou en feuilles de forme carrée ou rectangulaire, de tout format, autres que les produits des types décrits dans les libellés des nos 4803, 4809 ou 4810"
"481110000080";"48111000";"4";"Papiers et cartons goudronnés, bitumés ou asphaltés"
"481141000010";"";"4";"Papiers et cartons gommés ou adhésifs"
"481141000080";"481141";"5";"autoadhésifs"
"481141200080";"48114120";"6";"d'une largeur n'excédant pas 10 cm, dont l'enduit consiste en caoutchouc, naturel ou synthétique, non vulcanisé"
"481141900080";"48114190";"6";"autres"
"481149000080";"48114900";"5";"autres"
"481151000010";"";"4";"Papiers et cartons enduits, imprégnés ou recouverts de matière plastique (à l'exclusion des adhésifs)"
"481151000080";"48115100";"5";"blanchis, d'un poids au mètre carré excédant 150 g"
"481159000080";"48115900";"5";"autres"
"481160000080";"48116000";"4";"Papiers et cartons enduits, imprégnés ou recouverts de cire, de paraffine, de stéarine, d'huile ou de glycérol"
"481190000080";"48119000";"4";"autres papiers, cartons, ouate de cellulose et nappes de fibres de cellulose"
"481200000080";"48120000";"3";"Blocs filtrants et plaques filtrantes, en pâte à papier"
"481300000080";"4813";"3";"Papier à cigarettes, même découpé à format ou en cahiers ou en tubes"
