"CNKEY";"CN_CODE";"LEVEL";"NAME_FR"
"940021000090";"94";"2";"CHAPITRE 94  MEUBLES; MOBILIER MÉDICOCHIRURGICAL; ARTICLES DE LITERIE ET SIMILAIRES; LUMINAIRES ET APPAREILS D'ÉCLAIRAGE NON DÉNOMMÉS NI COMPRIS AILLEURS; LAMPESRÉCLAMES, ENSEIGNES LUMINEUSES, PLAQUES INDICATRICES LUMINEUSES ET ARTICLES SIMILAIRES; CONSTRUCTIONS PRÉFABRIQUÉES"
"940100000080";"9401";"3";"Sièges (à l'exclusion de ceux du no 9402), même transformables en lits, et leurs parties"
"940110000080";"94011000";"4";"Sièges des types utilisés pour véhicules aériens"
"940120000080";"94012000";"4";"Sièges des types utilisés pour véhicules automobiles"
"940131000010";"";"4";"Sièges pivotants, ajustables en hauteur"
"940131000080";"94013100";"5";"en bois"
"940139000080";"94013900";"5";"autres"
"940141000010";"";"4";"Sièges autres que le matériel de camping ou de jardin, transformables en lits"
"940141000080";"94014100";"5";"en bois"
"940149000080";"94014900";"5";"autres"
"940152000010";"";"4";"Sièges en rotin, en osier, en bambou ou en matières similaires"
"940152000080";"94015200";"5";"en bambou"
"940153000080";"94015300";"5";"en rotin"
"940159000080";"94015900";"5";"autres"
"940161000010";"";"4";"autres sièges, avec bâti en bois"
"940161000080";"94016100";"5";"rembourrés"
"940169000080";"94016900";"5";"autres"
"940171000010";"";"4";"autres sièges, avec bâti en métal"
"940171000080";"94017100";"5";"rembourrés"
"940179000080";"94017900";"5";"autres"
"940180000080";"94018000";"4";"autres sièges"
"940191000010";"";"4";"Parties"
"940191000080";"940191";"5";"en bois"
"940191100080";"94019110";"6";"de sièges des types utilisés pour véhicules aériens"
"940191900080";"94019190";"6";"autres"
"940199000080";"940199";"5";"autres"
"940199100080";"94019910";"6";"de sieges des types utilisés pour véhicules aériens"
"940199200080";"94019920";"6";"de sièges des types utilisés pour véhicules automobiles"
"940199800080";"94019980";"6";"autres"
"940200000080";"9402";"3";"Mobilier pour la médecine, la chirurgie, l'art dentaire ou l'art vétérinaire (tables d'opérations, tables d'examen, lits à mécanisme pour usages cliniques, fauteuils de dentistes, par exemple); fauteuils pour salons de coiffure et fauteuils similaires, avec dispositif à la fois d'orientation et d'élévation; parties de ces articles"
"940210000080";"94021000";"4";"Fauteuils de dentistes, fauteuils pour salons de coiffure et fauteuils similaires, et leurs parties"
"940290000080";"94029000";"4";"autres"
"940300000080";"9403";"3";"Autres meubles et leurs parties"
"940310000080";"940310";"4";"Meubles en métal des types utilisés dans les bureaux"
"940310510010";"";"5";"d'une hauteur n'excédant pas 80 cm"
"940310510080";"94031051";"6";"Bureaux"
"940310580080";"94031058";"6";"autres"
"940310910010";"";"5";"d'une hauteur excédant 80 cm"
"940310910080";"94031091";"6";"Armoires à portes, à volets ou à clapets"
"940310930080";"94031093";"6";"Armoires à tiroirs, classeurs et fichiers"
"940310980080";"94031098";"6";"autres"
"940320000080";"940320";"4";"autres meubles en métal"
"940320200080";"94032020";"5";"Lits"
"940320800080";"94032080";"5";"autres"
"940330000080";"940330";"4";"Meubles en bois des types utilisés dans les bureaux"
"940330110010";"";"5";"d'une hauteur n'excédant pas 80 cm"
"940330110080";"94033011";"6";"Bureaux"
"940330190080";"94033019";"6";"autres"
"940330910010";"";"5";"d'une hauteur excédant 80 cm"
"940330910080";"94033091";"6";"Armoires, classeurs et fichiers"
"940330990080";"94033099";"6";"autres"
"940340000080";"940340";"4";"Meubles en bois des types utilisés dans les cuisines"
"940340100080";"94034010";"5";"Éléments de cuisines"
"940340900080";"94034090";"5";"autres"
"940350000080";"94035000";"4";"Meubles en bois des types utilisés dans les chambres à coucher"
"940360000080";"940360";"4";"autres meubles en bois"
"940360100080";"94036010";"5";"Meubles en bois des types utilisés dans les salles à manger et de séjour"
"940360300080";"94036030";"5";"Meubles en bois des types utilisés dans les magasins"
"940360900080";"94036090";"5";"autres meubles en bois"
"940370000080";"94037000";"4";"Meubles en matières plastiques"
"940382000010";"";"4";"Meubles en autres matières, y compris le rotin, l'osier, le bambou ou les matières similaires"
"940382000080";"94038200";"5";"en bambou"
"940383000080";"94038300";"5";"en rotin"
"940389000080";"94038900";"5";"autres"
"940391000010";"";"4";"Parties"
"940391000080";"94039100";"5";"en bois"
"940399000080";"940399";"5";"autres"
"940399100080";"94039910";"6";"en métal"
"940399900080";"94039990";"6";"en autres matières"
"940400000080";"9404";"3";"Sommiers; articles de literie et articles similaires (matelas, couvrepieds, édredons, coussins, poufs, oreillers, par exemple), comportant des ressorts ou bien rembourrés ou garnis intérieurement de toutes matières, y compris ceux en caoutchouc alvéolaire ou en matières plastiques alvéolaires, recouverts ou non"
"940410000080";"94041000";"4";"Sommiers"
"940421000010";"";"4";"Matelas"
"940421000080";"940421";"5";"en caoutchouc alvéolaire ou en matières plastiques alvéolaires, recouverts ou non"
"940421100080";"94042110";"6";"en caoutchouc"
"940421900080";"94042190";"6";"en matières plastiques"
"940429000080";"940429";"5";"en autres matières"
"940429100080";"94042910";"6";"à ressorts métalliques"
"940429900080";"94042990";"6";"autres"
"940430000080";"94043000";"4";"Sacs de couchage"
"940440000080";"940440";"4";"Couvrepieds, couvrelits, édredons et couettes"
"940440100080";"94044010";"5";"rembourrés de plumes ou de duvet"
"940440900080";"94044090";"5";"autres"
"940490000080";"940490";"4";"autres"
"940490100080";"94049010";"5";"rembourrés de plumes ou de duvet"
"940490900080";"94049090";"5";"autres"
"940500000080";"9405";"3";"Luminaires et appareils d'éclairage (y compris les projecteurs) et leurs parties, non dénommés ni compris ailleurs; lampesréclames, enseignes lumineuses, plaques indicatrices lumineuses et articles similaires, possédant une source d'éclairage fixée à demeure, et leurs parties non dénommées ni comprises ailleurs"
"940511000010";"";"4";"Lustres et autres luminaires électriques à suspendre ou à fixer au plafond ou au mur, à l'exclusion de ceux des types utilisés pour l'éclairage des espaces et voies publiques"
"940511000080";"940511";"5";"Conçus pour être utilisés uniquement avec des sources lumineuses à diodes émettrices de lumière (LED)"
"940511400080";"94051140";"6";"en matières plastiques ou en matières céramiques"
"940511500080";"94051150";"6";"en verre"
"940511900080";"94051190";"6";"en autres matières"
"940519000080";"940519";"5";"autres"
"940519400080";"94051940";"6";"en matières plastiques ou en matières céramiques"
"940519500080";"94051950";"6";"en verre"
"940519900080";"94051990";"6";"en autres matières"
"940521000010";"";"4";"Lampes de table, lampes de bureau, lampes de chevet et lampadaires d’intérieur, électriques"
"940521000080";"940521";"5";"Conçus pour être utilisés uniquement avec des sources lumineuses à diodes émettrices de lumière (LED)"
"940521400080";"94052140";"6";"en matières plastiques ou en matières céramiques"
"940521500080";"94052150";"6";"en verre"
"940521900080";"94052190";"6";"en autres matières"
"940529000080";"940529";"5";"autres"
"940529400080";"94052940";"6";"en matières plastiques ou en matières céramiques"
"940529500080";"94052950";"6";"en verre"
"940529900080";"94052990";"6";"en autres matières"
"940531000010";"";"4";"Guirlandes électriques des types utilisés pour les arbres de Noël"
"940531000080";"94053100";"5";"conçues pour être utilisées uniquement avec des sources lumineuses à diodes émettrices de lumière (LED)"
"940539000080";"94053900";"5";"autres"
"940541000010";"";"4";"Autres luminaires et appareils d'éclairage électriques"
"940541000080";"940541";"5";"Photovoltaïques, conçus pour être utilisés uniquement avec des sources lumineuses à diodes émettrices de lumière (LED)"
"940541100080";"94054110";"6";"Projecteurs"
"940541310010";"";"6";"autres"
"940541310080";"94054131";"7";"en matières plastiques"
"940541390080";"94054139";"7";"autres"
"940542000080";"940542";"5";"Autres, conçus pour être utilisés uniquement avec des sources lumineuses à diodes émettrices de lumière (LED)"
"940542100080";"94054210";"6";"Projecteurs"
"940542310010";"";"6";"autres"
"940542310080";"94054231";"7";"en matières plastiques"
"940542390080";"94054239";"7";"autres"
"940549000080";"940549";"5";"autres"
"940549100080";"94054910";"6";"Projecteurs"
"940549400010";"";"6";"autres"
"940549400080";"94054940";"7";"en matières plastiques"
"940549900080";"94054990";"7";"en autres matières"
"940550000080";"94055000";"4";"Luminaires et appareils d'éclairage non électriques"
"940561000010";"";"4";"Lampesréclames, enseignes lumineuses, plaques indicatrices lumineuses et articles similaires"
"940561000080";"940561";"5";"Conçus pour être utilisés uniquement avec des sources lumineuses à diodes émettrices de lumière (LED)"
"940561200080";"94056120";"6";"en matières plastiques"
"940561800080";"94056180";"6";"en autres matières"
"940569000080";"940569";"5";"autres"
"940569200080";"94056920";"6";"en matières plastiques"
"940569800080";"94056980";"6";"en autres matières"
"940591000010";"";"4";"Parties"
"940591000080";"940591";"5";"en verre"
"940591100080";"94059110";"6";"Articles pour l'équipement des appareils d'éclairage électriques (à l'exclusion des projecteurs)"
"940591900080";"94059190";"6";"autres"
"940592000080";"94059200";"5";"en matières plastiques"
"940599000080";"94059900";"5";"autres"
"940600000080";"9406";"3";"Constructions préfabriquées"
"940610000080";"94061000";"4";"en bois"
"940620000080";"94062000";"4";"Unités de construction modulaires en acier"
"940690000080";"940690";"4";"autres"
"940690100080";"94069010";"5";"Résidences mobiles"
"940690310010";"";"5";"autres"
"940690310020";"";"6";"en fer ou en acier"
"940690310080";"94069031";"7";"Serres"
"940690380080";"94069038";"7";"autres"
"940690900080";"94069090";"6";"en autres matières"
"950021000090";"95";"2";"CHAPITRE 95  JOUETS, JEUX, ARTICLES POUR DIVERTISSEMENTS OU POUR SPORTS; LEURS PARTIES ET ACCESSOIRES"
"950300000080";"950300";"3";"Tricycles, trottinettes, autos à pédales et jouets à roues similaires; landaus et poussettes pour poupées; poupées; autres jouets; modèles réduits et modèles similaires pour le divertissement, animés ou non; puzzles de tout genre"
"950300100080";"95030010";"4";" Tricycles, trottinettes, autos à pédales et jouets à roues similaires; landaus et poussettes pour poupées"
"950300210010";"";"4";"Poupées représentant uniquement l'être humain et leurs parties et accessoires"
"950300210080";"95030021";"5";"Poupées"
"950300290080";"95030029";"5";"Parties et accessoires"
"950300300080";"95030030";"4";" Trains électriques, y compris les rails, les signaux et autres accessoires; modèles réduits, animés ou non, à assembler"
"950300350010";"";"4";"autres assortiments et jouets de construction"
"950300350080";"95030035";"5";"en matière plastique"
"950300390080";"95030039";"5";"en autres matières"
"950300410010";"";"4";"Jouets représentant des animaux ou des créatures non humaines"
"950300410080";"95030041";"5";"rembourrés"
"950300490080";"95030049";"5";"autres"
"950300550080";"95030055";"4";"Instruments et appareils de musiquejouets"
"950300610010";"";"4";"Puzzles"
"950300610080";"95030061";"5";"en bois"
"950300690080";"95030069";"5";"autres"
"950300700080";"95030070";"4";"autres jouets, présentés en assortiments ou en panoplies"
"950300750010";"";"4";"autres jouets et modèles, à moteur"
"950300750080";"95030075";"5";"en matière plastique"
"950300790080";"95030079";"5";"en autres matières"
"950300810010";"";"4";"autres"
"950300810080";"95030081";"5";"Armesjouets"
"950300850080";"95030085";"5";"Modèles miniatures obtenus par moulage, en métal"
"950300870080";"95030087";"5";"Dispositifs éducatifs électroniques interactifs portatifs principalement conçus pour les enfants"
"950300950010";"";"5";"autres"
"950300950080";"95030095";"6";"en matière plastique"
"950300990080";"95030099";"6";"autres"
"950400000080";"9504";"3";"Consoles et machines de jeux vidéo, jeux de société, y compris les jeux à moteur ou à mouvement, les billards, les tables spéciales pour jeux de casino, les jeux de quilles automatiques (bowlings, par exemple), les jeux fonctionnant par l’introduction d’une pièce de monnaie, d’un billet de banque, d’une carte bancaire, d’un jeton ou par tout autre moyen de paiement"
"950420000080";"95042000";"4";"Billards de tout genre et leurs accessoires"
"950430000080";"950430";"4";"Autres jeux fonctionnant par l'introduction d'une pièce de monnaie, d'un billet de banque, d'une carte bancaire, d'un jeton ou par tout autre moyen de paiement, à l'exclusion des jeux de quilles automatiques (bowlings)"
"950430100080";"95043010";"5";"Jeux avec écran"
"950430200080";"95043020";"5";"autres jeux"
"950430900080";"95043090";"5";"Parties"
"950440000080";"95044000";"4";"Cartes à jouer"
"950450000080";"95045000";"4";"Consoles et machines de jeux vidéo, autres que celles du no 950430"
"950490000080";"950490";"4";"autres"
"950490100080";"95049010";"5";"Circuits électriques de voitures automobiles présentant les caractéristiques de jeux de compétition"
"950490800080";"95049080";"5";"autres"
"950500000080";"9505";"3";"Articles pour fêtes, carnaval ou autres divertissements, y compris les articles de magie et articlessurprises"
